Product Group,Product Group Detail,Aggregation Level,Cleaning Basis,Original Product Group,Source File,Source Sheet,Country,Market,Retail Channel,Product Category,Product Segment,Product Subsegment,Product Type,Product Base / Ingredient,Private Label,Storage State,Year,MAT Period,Value EUR,Value Local Currency,Local Currency,Volume kg/l,Selling Units,Dimension 1 Header,Dimension 1 Value,Dimension 2 Header,Dimension 2 Value,Dimension 3 Header,Dimension 3 Value,Dimension 4 Header,Dimension 4 Value,Dimension 5 Header,Dimension 5 Value,Dimension 6 Header,Dimension 6 Value,Dimension 7 Header,Dimension 7 Value,Dimension 8 Header,Dimension 8 Value
Plant-based milk & drinks,Flavoured plant-based drinks,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Flavoured,Non Animal Milk - Flavoured,,,,,,2019,MAT Sep 2019,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Flavoured,Flavour,CoconutNUT&RICE,,,,,,,,
Plant-based milk & drinks,Flavoured plant-based drinks,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Flavoured,Non Animal Milk - Flavoured,,,,,,2020,MAT Sep 2020,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Flavoured,Flavour,CoconutNUT&RICE,,,,,,,,
Plant-based milk & drinks,Flavoured plant-based drinks,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Flavoured,Non Animal Milk - Flavoured,,,,,,2018,MAT Sep 2018,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Flavoured,Flavour,Oats,,,,,,,,
Plant-based milk & drinks,Flavoured plant-based drinks,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Flavoured,Non Animal Milk - Flavoured,,,,,,2019,MAT Sep 2019,419547.37447736,1921092.424,PLN,,309988.501,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Flavoured,Flavour,Oats,,,,,,,,
Plant-based milk & drinks,Flavoured plant-based drinks,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Flavoured,Non Animal Milk - Flavoured,,,,,,2020,MAT Sep 2020,561441.95329214,2570822.626,PLN,,375920,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Flavoured,Flavour,Oats,,,,,,,,
Plant-based milk & drinks,Flavoured plant-based drinks,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Flavoured,Non Animal Milk - Flavoured,,,,,,2018,MAT Sep 2018,4.771821500000001,21.85,PLN,,5,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Flavoured,Flavour,Rice,,,,,,,,
Plant-based milk & drinks,Flavoured plant-based drinks,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Flavoured,Non Animal Milk - Flavoured,,,,,,2019,MAT Sep 2019,53.56691759,245.281,PLN,,52.001000000000005,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Flavoured,Flavour,Rice,,,,,,,,
Plant-based milk & drinks,Flavoured plant-based drinks,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Flavoured,Non Animal Milk - Flavoured,,,,,,2020,MAT Sep 2020,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Flavoured,Flavour,Rice,,,,,,,,
Plant-based milk & drinks,Flavoured plant-based drinks,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Flavoured,Non Animal Milk - Flavoured,,,,,,2018,MAT Sep 2018,1526060.35783556,6987775.8040000005,PLN,,1467514.624,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Flavoured,Flavour,Soya,,,,,,,,
Plant-based milk & drinks,Flavoured plant-based drinks,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Flavoured,Non Animal Milk - Flavoured,,,,,,2019,MAT Sep 2019,1693884.70041813,7756237.467,PLN,,1603666.9219999998,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Flavoured,Flavour,Soya,,,,,,,,
Plant-based milk & drinks,Flavoured plant-based drinks,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Flavoured,Non Animal Milk - Flavoured,,,,,,2020,MAT Sep 2020,1929399.1318221404,8834649.626000002,PLN,,1818038.301,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Flavoured,Flavour,Soya,,,,,,,,
Plant-based milk & drinks,Flavoured plant-based drinks,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Flavoured,Non Animal Milk - Flavoured,,,,,,2018,MAT Sep 2018,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Flavoured,Flavour,Spelt,,,,,,,,
Plant-based milk & drinks,Flavoured plant-based drinks,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Flavoured,Non Animal Milk - Flavoured,,,,,,2019,MAT Sep 2019,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Flavoured,Flavour,Spelt,,,,,,,,
Plant-based milk & drinks,Flavoured plant-based drinks,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Flavoured,Non Animal Milk - Flavoured,,,,,,2020,MAT Sep 2020,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Flavoured,Flavour,Spelt,,,,,,,,
Plant-based milk & drinks,Flavoured plant-based drinks,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Flavoured,Non Animal Milk - Flavoured,,,,,,2018,MAT Sep 2018,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Flavoured,Flavour,Sunflower,,,,,,,,
Plant-based milk & drinks,Flavoured plant-based drinks,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Flavoured,Non Animal Milk - Flavoured,,,,,,2019,MAT Sep 2019,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Flavoured,Flavour,Sunflower,,,,,,,,
Plant-based milk & drinks,Flavoured plant-based drinks,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Flavoured,Non Animal Milk - Flavoured,,,,,,2020,MAT Sep 2020,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Flavoured,Flavour,Sunflower,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2018,MAT Sep 2018,12015052.431716342,55016495.41,PLN,,8749992.908,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2019,MAT Sep 2019,14059793.492742388,64379291.60099999,PLN,,9945775.957,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2020,MAT Sep 2020,24042663.52146262,110090496.5,PLN,,17082480.88,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2018,MAT Sep 2018,1528723.23973755,6999969.045,PLN,,851808.378,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2019,MAT Sep 2019,2433779.29069904,11144188.34,PLN,,1417606.7119999998,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2020,MAT Sep 2020,5295155.87875795,24246329.41,PLN,,3337798.326,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2018,MAT Sep 2018,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond & Chia,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2019,MAT Sep 2019,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond & Chia,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2020,MAT Sep 2020,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond & Chia,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2018,MAT Sep 2018,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,ALMOND & CoconutNUT,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2019,MAT Sep 2019,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,ALMOND & CoconutNUT,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2020,MAT Sep 2020,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,ALMOND & CoconutNUT,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2018,MAT Sep 2018,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond & Halzenut & Rice,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2019,MAT Sep 2019,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond & Halzenut & Rice,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2020,MAT Sep 2020,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond & Halzenut & Rice,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2018,MAT Sep 2018,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond & Hazelnut,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2019,MAT Sep 2019,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond & Hazelnut,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2020,MAT Sep 2020,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond & Hazelnut,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2018,MAT Sep 2018,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond & Oats,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2019,MAT Sep 2019,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond & Oats,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2020,MAT Sep 2020,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond & Oats,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2018,MAT Sep 2018,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond & Spelt,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2019,MAT Sep 2019,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond & Spelt,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2020,MAT Sep 2020,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond & Spelt,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2018,MAT Sep 2018,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond&Rice,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2019,MAT Sep 2019,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond&Rice,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2020,MAT Sep 2020,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Almond&Rice,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2018,MAT Sep 2018,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Brazil Nut,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2019,MAT Sep 2019,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Brazil Nut,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2020,MAT Sep 2020,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Brazil Nut,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2018,MAT Sep 2018,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Buckwheat,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2019,MAT Sep 2019,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Buckwheat,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2020,MAT Sep 2020,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Buckwheat,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2018,MAT Sep 2018,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Buckwheat & Rice,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2019,MAT Sep 2019,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Buckwheat & Rice,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2020,MAT Sep 2020,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Buckwheat & Rice,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2018,MAT Sep 2018,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Cashew,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2019,MAT Sep 2019,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Cashew,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2020,MAT Sep 2020,229793.94077843,1052218.237,PLN,,135663.419,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Cashew,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2018,MAT Sep 2018,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Cashew&Rice,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2019,MAT Sep 2019,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Cashew&Rice,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2020,MAT Sep 2020,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Cashew&Rice,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2018,MAT Sep 2018,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Chestnut,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2019,MAT Sep 2019,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Chestnut,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2020,MAT Sep 2020,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Chestnut,,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Poland CW39.xlsx,Poland Milk,Poland,Total Discounters,Discount,Non Animal Milk - Natural,Non Animal Milk - Natural,,,,,,2018,MAT Sep 2018,0,0,PLN,,0,Dimension 1,,Short Description,Total Discounters,Segment,Non Animal Milk - Natural,Flavour,Chia & Oats,,,,,,,,
